,col_1,col_2,Target,Target_Spurious
1773,0.696,0.304,1,0
1774,0.0661,0.934,1,1
1775,0.792,0.2081,1,0
1776,0.7534,0.2466,1,0
1777,0.2323,0.7676,1,1
1778,0.6406,0.3594,1,0
1779,0.05542,0.945,1,1
1780,0.88,0.12,1,0
1781,0.6206,0.3794,1,0
1782,0.37,0.63,1,1
1783,0.796,0.2043,1,0
1784,0.363,0.637,1,1
1785,0.1422,0.858,1,1
1786,0.876,0.1242,1,0
1787,0.728,0.272,1,0
1788,0.4785,0.5215,1,1
1789,0.0827,0.9175,1,1
1790,0.644,0.3557,1,0
1791,0.4148,0.585,1,0
1792,0.615,0.385,1,1
1793,0.808,0.1919,1,0
1794,0.6226,0.3774,1,0
1795,0.4785,0.5215,1,0
1796,0.126,0.874,1,1
1797,0.2583,0.7417,1,1
1798,0.918,0.0821,1,0
1799,0.662,0.3381,1,0
1800,0.5737,0.4263,1,0
1801,0.09875,0.9014,1,1
1802,0.07806,0.922,1,1
1803,0.457,0.543,1,1
1804,0.1376,0.8623,1,1
1805,0.0716,0.928,1,1
1806,0.2173,0.7827,1,0
1807,0.4668,0.533,1,0
1808,0.8613,0.1384,1,0
1809,0.1859,0.814,1,1
1810,0.4514,0.549,1,0
1811,0.6187,0.381,1,0
1812,0.3381,0.662,1,1
1813,0.347,0.6533,1,1
1814,0.1461,0.854,1,1
1815,0.693,0.3074,1,0
1816,0.6353,0.3647,1,0
1817,0.0775,0.9224,1,1
1818,0.07263,0.9272,1,1
1819,0.02386,0.976,1,1
1820,0.8223,0.1779,1,0
1821,0.03845,0.9614,1,1
1822,0.1348,0.865,1,1
1823,0.8926,0.1074,1,0
1824,0.7266,0.2737,1,0
1825,0.9443,0.05582,1,0
1826,0.7075,0.2925,1,0
1827,0.82,0.18,1,0
1828,0.4922,0.508,1,0
1829,0.1993,0.801,1,1
1830,0.57,0.4302,1,0
1831,0.11127,0.8887,1,1
1832,0.2186,0.7812,1,1
1833,0.3157,0.684,1,1
1834,0.01987,0.98,1,1
1835,0.5776,0.4226,1,0
1836,0.3416,0.658,1,0
1837,0.4055,0.5947,1,0
1838,0.0666,0.9336,1,1
1839,0.2598,0.74,1,1
1840,0.06052,0.9395,1,1
1841,0.03091,0.969,1,1
1842,0.854,0.1461,1,0
1843,0.0863,0.9136,1,1
1844,0.3738,0.626,1,1
1845,0.1144,0.8857,1,1
1846,0.1744,0.8257,1,1
1847,0.361,0.6387,1,0
1848,0.655,0.3452,1,0
1849,0.461,0.539,1,0
1850,0.4226,0.5776,1,0
1851,0.263,0.7373,1,0
1852,0.4824,0.5176,1,0
1853,0.1136,0.886,1,1
1854,0.1312,0.8687,1,1
1855,0.2018,0.7983,1,1
1856,0.04337,0.9565,0,1
1857,0.2255,0.7744,0,1
1858,0.865,0.1348,0,0
1859,0.4377,0.562,0,1
1860,0.7866,0.2134,0,0
1861,0.894,0.10596,0,0
1862,0.319,0.6807,0,1
1863,0.882,0.1184,0,0
1864,0.8643,0.1357,0,0
1865,0.823,0.1766,0,0
1866,0.0345,0.9653,0,1
1867,0.9087,0.0914,0,0
1868,0.1871,0.813,0,1
1869,0.0742,0.926,0,1
1870,0.6,0.4,0,1
1871,0.789,0.2108,0,0
1872,0.693,0.3074,0,0
1873,0.4688,0.5312,0,0
1874,0.882,0.1184,0,0
1875,0.8696,0.1302,0,0
1876,0.842,0.1582,0,0
1877,0.885,0.1152,0,0
1878,0.1956,0.804,0,1
1879,0.4321,0.568,0,1
1880,0.2069,0.793,0,1
1881,0.648,0.3523,0,0
1882,0.2043,0.796,0,1
1883,0.7705,0.2295,0,0
1884,0.905,0.09534,0,0
1885,0.254,0.746,0,1
1886,0.1404,0.86,0,1
1887,0.4805,0.5195,0,1
1888,0.05167,0.948,0,1
1889,0.1481,0.852,0,1
1890,0.9053,0.09467,0,0
1891,0.3433,0.6567,0,1
1892,0.1422,0.858,0,1
1893,0.1813,0.819,0,1
1894,0.9204,0.0798,0,0
1895,0.7075,0.2925,0,0
1896,0.831,0.1688,0,0
1897,0.05582,0.9443,0,1
1898,0.831,0.1688,0,0
1899,0.0981,0.902,0,1
1900,0.7607,0.2394,0,0
1901,0.819,0.1813,0,0
1902,0.4746,0.5254,0,1
1903,0.866,0.1339,0,0
1904,0.7217,0.2783,0,0
1905,0.7534,0.2466,0,0
1906,0.463,0.537,0,0
1907,0.09534,0.905,0,1
1908,0.887,0.1128,0,0
1909,0.9336,0.0666,0,0
1910,0.0895,0.9106,0,1
1911,0.7812,0.2186,0,0
1912,0.839,0.1614,0,0
1913,0.97,0.02975,0,0
1914,0.7944,0.2056,0,1
1915,0.894,0.10596,0,0
1916,0.2673,0.7324,0,1
1917,0.662,0.3381,0,1
1918,0.8374,0.1624,0,0
1919,0.9355,0.06464,0,0
1920,0.1956,0.804,0,1
1921,0.886,0.1136,0,0
1922,0.326,0.674,0,1
1923,0.07806,0.922,0,1
1924,0.7944,0.2056,0,0
1925,0.679,0.3208,0,0
1926,0.3867,0.6133,0,1
1927,0.873,0.1268,0,0
1928,0.8857,0.1144,0,0
1929,0.3594,0.6406,0,1
1930,0.9175,0.0827,0,0
1931,0.7153,0.2847,0,0
1932,0.4207,0.5796,0,1
1933,0.2018,0.7983,0,1
1934,0.831,0.1688,0,0
1935,0.8276,0.1721,0,0
1936,0.709,0.291,0,0
1937,0.1451,0.855,0,1
1938,0.0666,0.9336,0,1
1939,0.769,0.231,0,1
1940,0.2338,0.766,0,1
1941,0.858,0.1422,0,0
1942,0.1192,0.881,0,1
1943,0.0798,0.9204,0,1
1944,0.03091,0.969,0,1
1945,0.717,0.283,0,0
1946,0.86,0.1404,0,0
1947,0.637,0.363,0,0
1948,0.9004,0.0995,0,0
1949,0.832,0.1677,0,0
1950,0.8457,0.154,0,0
1951,0.823,0.1766,0,0
1952,0.1813,0.819,0,1
1953,0.676,0.3242,0,0
1954,0.8105,0.1896,0,0
1955,0.6978,0.3025,0,0
1956,0.2568,0.743,0,1
1957,0.5293,0.4707,0,1
1958,0.9067,0.0933,0,0
1959,0.7563,0.2437,0,0
1960,0.1442,0.856,0,1
1961,0.1074,0.8926,0,1
1962,0.937,0.0628,0,0
1963,0.3647,0.6353,0,1
1964,0.856,0.1442,0,0
1965,0.10016,0.9,0,1
1966,0.461,0.539,0,1
1967,0.7983,0.2018,0,0
1968,0.728,0.272,0,0
1969,0.8447,0.155,0,0
1970,0.126,0.874,0,1
1971,0.1321,0.868,0,1
1972,0.5215,0.4785,0,1
1973,0.858,0.1422,0,0
1974,0.824,0.1755,0,0
1975,0.4187,0.5815,0,1
1976,0.4805,0.5195,1,1
1977,0.263,0.7373,1,1
1978,0.15,0.85,1,1
1979,0.5156,0.4844,1,0
1980,0.0845,0.9155,1,1
1981,0.6494,0.3503,1,0
1982,0.72,0.2798,1,1
1983,0.1394,0.861,1,1
1984,0.3025,0.6978,1,1
1985,0.769,0.231,1,0
1986,0.0721,0.9277,1,1
1987,0.02821,0.9717,1,1
1988,0.0592,0.941,1,1
1989,0.551,0.4495,1,0
1990,0.547,0.4534,1,0
1991,0.09875,0.9014,1,1
1992,0.7627,0.2372,1,0
1993,0.7593,0.2407,1,0
1994,0.801,0.1993,1,0
1995,0.1321,0.868,1,1
1996,0.09204,0.908,1,1
1997,0.7104,0.2893,1,0
1998,0.3398,0.66,1,1
1999,0.1624,0.8374,1,1
2000,0.6353,0.3647,1,0
2001,0.541,0.459,1,0
2002,0.704,0.296,1,0
2003,0.08386,0.916,1,1
2004,0.0798,0.9204,1,1
2005,0.4941,0.506,1,0
2006,0.7827,0.2173,1,0
2007,0.3738,0.626,1,1
2008,0.821,0.179,1,0
2009,0.0786,0.9214,1,1
2010,0.2524,0.7476,1,1
2011,0.3774,0.6226,1,1
2012,0.679,0.3208,1,0
2013,0.0695,0.9307,1,1
2014,0.2366,0.7637,1,1
2015,0.4148,0.585,1,0
2016,0.4282,0.572,1,0
2017,0.03583,0.9644,1,1
2018,0.1366,0.8633,1,1
2019,0.2925,0.7075,1,1
2020,0.859,0.1412,1,0
2021,0.2925,0.7075,1,0
2022,0.314,0.686,1,1
2023,0.0432,0.957,1,1
2024,0.947,0.0534,1,0
2025,0.57,0.4302,1,0
2026,0.89,0.1097,1,0
2027,0.632,0.3684,1,0
2028,0.112,0.888,1,1
2029,0.0332,0.967,1,1
2030,0.05032,0.9497,1,1
2031,0.7153,0.2847,1,0
2032,0.8066,0.1931,1,0
2033,0.05707,0.943,1,1
2034,0.8057,0.1943,1,0
2035,0.251,0.749,1,1
2036,0.8774,0.1225,0,0
2037,0.8784,0.1217,0,0
2038,0.809,0.1907,0,0
2039,0.504,0.496,0,1
2040,0.08093,0.919,0,1
2041,0.8765,0.12335,0,0
2042,0.7705,0.2295,0,0
2043,0.9365,0.06323,0,0
2044,0.7446,0.2554,0,0
2045,0.903,0.0974,0,0
2046,0.502,0.498,0,1
2047,0.4648,0.535,0,1
2048,0.8774,0.1225,0,0
2049,0.263,0.7373,0,1
2050,0.3433,0.6567,0,1
2051,0.8843,0.11597,0,0
2052,0.1192,0.881,0,1
2053,0.1571,0.843,0,1
2054,0.4036,0.596,0,1
2055,0.2186,0.7812,0,1
2056,0.2783,0.7217,0,1
2057,0.0693,0.9307,0,1
2058,0.853,0.1471,0,0
2059,0.2407,0.7593,0,1
2060,0.1097,0.89,0,1
2061,0.1993,0.801,0,1
2062,0.2323,0.7676,0,1
2063,0.855,0.1451,0,0
2064,0.875,0.1251,0,0
2065,0.947,0.053,0,0
2066,0.398,0.602,0,1
2067,0.7266,0.2737,0,0
2068,0.847,0.1531,0,0
2069,0.897,0.103,0,0
2070,0.0967,0.9033,0,1
2071,0.8633,0.1366,0,0
2072,0.1366,0.8633,0,1
2073,0.796,0.2043,0,0
2074,0.0927,0.907,0,1
2075,0.9253,0.07477,0,0
2076,0.272,0.728,0,1
2077,0.1943,0.8057,0,1
2078,0.4243,0.5757,0,1
2079,0.6895,0.3108,0,0
2080,0.7944,0.2056,0,0
2081,0.5527,0.4475,0,1
2082,0.8115,0.1884,0,0
2083,0.7676,0.2323,0,0
2084,0.2186,0.7812,0,1
2085,0.829,0.171,0,0
2086,0.914,0.0857,0,0
2087,0.155,0.8447,0,1
2088,0.772,0.2281,0,0
2089,0.743,0.2568,0,0
2090,0.9365,0.0637,0,0
2091,0.0619,0.938,0,1
2092,0.3328,0.667,0,1
2093,0.8115,0.1884,0,0
2094,0.925,0.0753,0,0
2095,0.589,0.4111,0,0
2096,0.851,0.149,0,0
2097,0.854,0.1461,0,0
2098,0.882,0.1184,0,0
2099,0.1755,0.824,0,1
2100,0.3276,0.6724,0,1
2101,0.0721,0.9277,0,1
2102,0.4785,0.5215,0,1
2103,0.8765,0.12335,0,0
2104,0.09534,0.905,0,1
2105,0.1848,0.8154,0,1
2106,0.814,0.1859,0,0
2107,0.506,0.4941,0,1
2108,0.7983,0.2018,0,0
2109,0.865,0.1348,0,0
2110,0.723,0.2766,0,1
2111,0.06903,0.931,0,1
2112,0.2056,0.7944,0,1
2113,0.796,0.2043,0,0
2114,0.0833,0.9165,0,1
2115,0.3594,0.6406,0,1
2116,0.3108,0.6895,0,1
2117,0.0876,0.9126,0,1
2118,0.1733,0.8267,0,1
2119,0.813,0.1871,0,0
2120,0.545,0.455,0,0
2121,0.669,0.331,0,0
2122,0.843,0.1571,0,0
2123,0.8457,0.154,0,0
2124,0.1128,0.887,0,1
2125,0.784,0.2161,0,0
2126,0.88,0.12,0,0
2127,0.103,0.897,0,1
2128,0.2783,0.7217,0,1
2129,0.0876,0.9126,0,1
2130,0.1871,0.813,0,1
2131,0.398,0.602,0,1
2132,0.455,0.545,0,0
2133,0.792,0.2081,0,0
2134,0.171,0.829,0,1
2135,0.0895,0.9106,0,1
2136,0.1105,0.8896,0,1
2137,0.7373,0.263,0,0
2138,0.02162,0.9785,0,1
2139,0.5254,0.4746,0,1
2140,0.6245,0.3757,0,0
2141,0.8066,0.1931,0,0
2142,0.796,0.2043,0,0
2143,0.1981,0.802,0,1
2144,0.1582,0.842,0,1
2145,0.766,0.2338,0,1
2146,0.1217,0.8784,0,1
2147,0.1339,0.866,0,1
2148,0.6978,0.3025,0,0
2149,0.2673,0.7324,0,1
2150,0.309,0.691,0,1
2151,0.9478,0.05225,0,0
2152,0.9116,0.0882,0,0
2153,0.919,0.08093,0,0
2154,0.0967,0.9033,0,1
2155,0.4321,0.568,0,1
2156,0.943,0.05707,0,0
2157,0.6353,0.3647,0,1
2158,0.2524,0.7476,0,1
2159,0.5215,0.4785,0,1
2160,0.913,0.0869,0,0
2161,0.3867,0.6133,0,1
2162,0.1721,0.8276,0,1
2163,0.669,0.331,0,0
2164,0.746,0.254,0,0
2165,0.2568,0.743,0,1
2166,0.9287,0.07104,0,0
2167,0.0974,0.903,0,1
2168,0.0845,0.9155,0,1
2169,0.6772,0.3225,0,1
2170,0.8447,0.155,0,0
2171,0.725,0.2751,0,0
2172,0.251,0.749,0,1
2173,0.1451,0.855,0,1
2174,0.824,0.1755,0,0
2175,0.956,0.044,0,0
2176,0.8613,0.1384,0,0
2177,0.7773,0.2227,0,0
2178,0.05878,0.9414,0,1
2179,0.7773,0.2227,0,0
2180,0.888,0.112,0,0
2181,0.3794,0.6206,0,1
2182,0.2422,0.758,0,1
2183,0.9253,0.07477,0,0
2184,0.8154,0.1848,0,0
2185,0.4456,0.5547,0,1
2186,0.1848,0.8154,0,1
2187,0.6206,0.3794,0,0
2188,0.346,0.654,0,1
2189,0.852,0.1481,0,0
2190,0.04996,0.95,0,1
2191,0.04434,0.9556,0,1
2192,0.796,0.2043,0,0
2193,0.8916,0.1082,0,0
2194,0.882,0.1184,0,0
2195,0.434,0.566,0,0
2196,0.9316,0.06854,0,0
2197,0.679,0.3208,0,0
2198,0.4187,0.5815,0,0
2199,0.1432,0.857,0,1
2200,0.2861,0.714,0,1
2201,0.02887,0.971,0,1
2202,0.1531,0.847,0,1
2203,0.498,0.502,0,1
2204,0.909,0.09076,0,0
2205,0.6704,0.3293,0,0
2206,0.1404,0.86,0,1
2207,0.2069,0.793,0,1
2208,0.212,0.788,0,1
2209,0.2524,0.7476,0,1
2210,0.03308,0.967,0,1
2211,0.396,0.604,0,1
2212,0.103,0.897,0,1
2213,0.1312,0.8687,0,1
2214,0.564,0.4358,0,0
2215,0.08154,0.9185,0,1
2216,0.7373,0.263,0,0
2217,0.8857,0.1144,0,0
2218,0.936,0.0642,0,0
2219,0.0538,0.9463,0,1
2220,0.1744,0.8257,0,1
2221,0.0974,0.903,0,1
2222,0.0876,0.9126,0,1
2223,0.1968,0.803,0,1
2224,0.823,0.1766,0,0
2225,0.0876,0.9126,0,1
2226,0.0967,0.9033,0,1
2227,0.8364,0.1635,0,0
2228,0.785,0.2147,0,0
2229,0.9473,0.0526,0,0
2230,0.1571,0.843,0,1
2231,0.1677,0.832,0,1
2232,0.4844,0.5156,0,1
2233,0.551,0.4495,0,0
2234,0.2407,0.7593,0,1
2235,0.934,0.0661,0,0
2236,0.1277,0.8726,0,1
2237,0.9307,0.0695,0,0
2238,0.7866,0.2134,0,0
2239,0.572,0.4282,0,0
2240,0.1255,0.8745,0,1
2241,0.8345,0.1656,0,0
2242,0.7104,0.2893,0,0
2243,0.7637,0.2366,0,0
2244,0.179,0.821,0,1
2245,0.096,0.904,0,1
2246,0.8345,0.1656,0,0
2247,0.766,0.2338,0,0
2248,0.4,0.6,0,1
2249,0.604,0.396,0,0
2250,0.967,0.03308,0,0
2251,0.347,0.6533,0,1
2252,0.3328,0.667,0,1
2253,0.809,0.1907,0,0
2254,0.1366,0.8633,0,1
2255,0.8984,0.10156,0,0
2256,0.7373,0.263,0,0
2257,0.8364,0.1635,0,0
2258,0.04813,0.9517,0,1
2259,0.1766,0.823,0,1
2260,0.696,0.304,0,1
2261,0.691,0.309,0,0
2262,0.9355,0.06464,0,0
2263,0.1329,0.867,0,1
2264,0.3416,0.658,0,1
2265,0.6514,0.3486,0,0
2266,0.2043,0.796,0,1
2267,0.8105,0.1896,0,0
2268,0.3867,0.6133,0,1
2269,0.9175,0.0827,0,0
2270,0.854,0.1461,0,0
2271,0.9497,0.05032,0,0
2272,0.455,0.545,0,1
2273,0.824,0.1755,0,0
2274,0.8706,0.1294,0,0
2275,0.9355,0.06464,0,0
2276,0.8257,0.1744,0,0
2277,0.7534,0.2466,0,0
2278,0.5815,0.4187,0,0
2279,0.112,0.888,0,1
2280,0.1052,0.895,0,1
2281,0.4358,0.564,0,1
2282,0.2018,0.7983,0,1
2283,0.852,0.1481,0,0
2284,0.8823,0.11755,0,0
2285,0.842,0.1582,0,0
2286,0.9507,0.04922,0,0
2287,0.7993,0.2006,0,0
2288,0.1656,0.8345,0,1
2289,0.8765,0.12335,0,0
2290,0.6333,0.3667,0,0
2291,0.598,0.4016,0,0
2292,0.8223,0.1779,0,0
2293,0.867,0.1329,0,0
2294,0.05966,0.9404,0,1
2295,0.07477,0.9253,0,1
2296,0.231,0.769,0,1
2297,0.1097,0.89,0,1
2298,0.637,0.363,0,0
2299,0.6226,0.3774,0,0
2300,0.2942,0.7056,0,1
2301,0.2644,0.736,0,1
2302,0.5273,0.4727,0,1
2303,0.1312,0.8687,0,1
2304,0.9565,0.0437,0,0
2305,0.63,0.37,0,0
2306,0.853,0.1471,0,0
2307,0.3225,0.6772,0,1
2308,0.0845,0.9155,0,1
2309,0.876,0.1242,0,0
2310,0.2056,0.7944,0,1
2311,0.4436,0.5566,0,0
2312,0.6636,0.3364,0,0
2313,0.1268,0.873,0,1
2314,0.1956,0.804,0,1
2315,0.5117,0.4883,0,1
2316,0.723,0.2766,0,0
2317,0.856,0.1442,0,0
2318,0.709,0.291,0,0
2319,0.096,0.904,0,1
2320,0.942,0.05835,0,0
2321,0.12085,0.879,0,1
2322,0.496,0.504,0,0
2323,0.8833,0.11676,0,0
2324,0.2095,0.7905,0,1
2325,0.04208,0.958,0,1
2326,0.7607,0.2394,0,0
2327,0.0542,0.946,0,1
2328,0.1105,0.8896,0,1
2329,0.7417,0.2583,0,1
2330,0.171,0.829,0,1
2331,0.1312,0.8687,0,1
2332,0.789,0.2108,0,0
2333,0.1023,0.8975,0,1
2334,0.2366,0.7637,0,1
2335,0.906,0.094,0,0
2336,0.831,0.1688,0,0
2337,0.853,0.1471,0,0
2338,0.7124,0.2878,0,0
2339,0.0857,0.914,0,1
2340,0.8984,0.10156,0,0
2341,0.8345,0.1656,0,0
2342,0.3774,0.6226,0,1
2343,0.1699,0.83,0,1
2344,0.9116,0.0882,0,0
2345,0.848,0.152,0,0
2346,0.1755,0.824,0,1
2347,0.539,0.461,0,0
2348,0.455,0.545,0,0
2349,0.792,0.2081,0,0
2350,0.8643,0.1357,0,0
2351,0.1824,0.8174,0,1
2352,0.792,0.2081,0,0
2353,0.1451,0.855,0,1
2354,0.7676,0.2323,0,0
2355,0.0857,0.914,0,1
2356,0.1656,0.8345,0,1
2357,0.11597,0.8843,0,1
2358,0.8447,0.155,0,0
2359,0.9014,0.09875,0,0
2360,0.154,0.8457,0,1
2361,0.212,0.788,0,1
2362,0.3794,0.6206,1,0
2363,0.543,0.457,1,0
2364,0.591,0.4092,1,0
2365,0.868,0.1321,1,0
2366,0.296,0.704,1,0
2367,0.7188,0.2815,1,0
2368,0.07477,0.9253,1,1
2369,0.5,0.5,1,1
2370,0.06232,0.9375,1,1
2371,0.112,0.888,1,1
2372,0.07104,0.9287,1,1
2373,0.1943,0.8057,1,1
2374,0.1082,0.8916,1,1
2375,0.11676,0.8833,1,1
2376,0.1242,0.876,1,1
2377,0.0575,0.9424,1,1
2378,0.1848,0.8154,1,1
2379,0.0981,0.902,1,1
2380,0.7124,0.2878,1,0
2381,0.455,0.545,1,0
2382,0.596,0.4036,1,0
2383,0.743,0.2568,1,0
2384,0.1302,0.8696,1,1
2385,0.053,0.947,0,1
2386,0.0857,0.914,0,1
2387,0.0223,0.9775,0,1
2388,0.09204,0.908,0,1
2389,0.572,0.4282,0,1
2390,0.126,0.874,0,1
2391,0.4844,0.5156,0,1
2392,0.05072,0.949,0,1
2393,0.1956,0.804,0,1
2394,0.1677,0.832,0,1
2395,0.602,0.398,0,0
2396,0.925,0.0753,0,0
2397,0.813,0.1871,0,0
2398,0.792,0.2081,0,0
2399,0.93,0.07007,0,0
2400,0.381,0.6187,0,0
2401,0.8438,0.1561,0,0
2402,0.8403,0.1598,0,0
2403,0.628,0.372,0,1
2404,0.08386,0.916,0,1
2405,0.888,0.112,0,0
2406,0.946,0.0542,0,0
2407,0.1907,0.809,0,1
2408,0.10596,0.894,0,1
2409,0.881,0.1192,0,0
2410,0.648,0.3523,0,1
2411,0.2598,0.74,0,1
2412,0.684,0.3157,0,0
2413,0.2783,0.7217,0,1
2414,0.3123,0.6875,0,1
2415,0.361,0.6387,1,1
2416,0.8613,0.1384,1,0
2417,0.3242,0.676,1,1
2418,0.814,0.1859,1,0
2419,0.7944,0.2056,1,0
2420,0.2227,0.7773,1,1
2421,0.3557,0.644,1,0
2422,0.8916,0.1082,1,0
2423,0.3577,0.6426,1,1
2424,0.4648,0.535,1,1
2425,0.0526,0.9473,1,1
2426,0.8706,0.1294,1,0
2427,0.1614,0.839,1,1
2428,0.8164,0.1836,1,0
2429,0.096,0.904,1,1
2430,0.502,0.498,1,0
2431,0.8374,0.1624,1,0
2432,0.07806,0.922,1,1
2433,0.04904,0.951,1,1
2434,0.4167,0.583,1,1
2435,0.8115,0.1884,1,0
2436,0.07477,0.9253,1,1
2437,0.0901,0.9097,1,1
2438,0.6094,0.3904,1,0
2439,0.6187,0.381,1,0
2440,0.4534,0.547,1,0
2441,0.6724,0.3276,1,0
2442,0.628,0.372,1,0
2443,0.0332,0.967,1,1
2444,0.684,0.3157,1,0
2445,0.3794,0.6206,1,1
2446,0.2268,0.7734,1,0
2447,0.2227,0.7773,1,1
2448,0.2494,0.7505,1,0
2449,0.496,0.504,1,0
2450,0.1268,0.873,1,1
2451,0.4148,0.585,1,1
2452,0.5156,0.4844,1,1
2453,0.0471,0.953,1,1
2454,0.56,0.4397,1,0
2455,0.5156,0.4844,1,0
2456,0.126,0.874,1,1
2457,0.0721,0.9277,1,1
2458,0.6113,0.3887,1,0
2459,0.637,0.363,1,0
2460,0.4436,0.5566,1,0
2461,0.381,0.6187,1,1
2462,0.02423,0.9756,1,1
2463,0.0798,0.9204,1,1
2464,0.533,0.4668,1,0
2465,0.6226,0.3774,1,0
2466,0.4226,0.5776,1,0
2467,0.0927,0.907,1,1
2468,0.2422,0.758,1,1
2469,0.545,0.455,1,0
2470,0.658,0.3416,1,0
2471,0.0379,0.962,1,1
2472,0.0967,0.9033,1,1
2473,0.648,0.3523,1,0
2474,0.434,0.566,1,0
2475,0.05542,0.945,1,1
2476,0.939,0.06097,1,0
2477,0.6333,0.3667,1,1
2478,0.911,0.0888,1,0
2479,0.6,0.4,1,1
2480,0.8633,0.1366,1,0
2481,0.9336,0.0666,1,0
2482,0.254,0.746,1,1
2483,0.2161,0.784,1,1
2484,0.691,0.309,1,0
2485,0.3757,0.6245,1,1
2486,0.1357,0.8643,1,1
2487,0.0869,0.913,1,1
2488,0.856,0.1442,1,0
2489,0.3008,0.699,1,1
2490,0.934,0.0661,1,0
2491,0.0851,0.915,1,1
2492,0.272,0.728,1,1
2493,0.2095,0.7905,1,1
2494,0.7754,0.2247,1,0
2495,0.904,0.096,1,0
2496,0.8706,0.1294,1,0
2497,0.4688,0.5312,1,1
2498,0.0666,0.9336,1,1
2499,0.8926,0.1074,1,0
2500,0.9385,0.06143,1,0
2501,0.752,0.248,1,0
2502,0.4036,0.596,1,1
2503,0.7056,0.2942,1,0
2504,0.1603,0.84,1,1
2505,0.0496,0.95,1,1
2506,0.0995,0.9004,1,1
2507,0.2737,0.7266,1,1
2508,0.07947,0.9204,1,1
2509,0.4495,0.551,1,0
2510,0.12085,0.879,1,1
2511,0.5254,0.4746,1,1
2512,0.6226,0.3774,1,0
2513,0.593,0.4072,1,1
2514,0.85,0.15,1,0
2515,0.1217,0.8784,1,1
2516,0.1023,0.8975,1,1
2517,0.714,0.2861,1,0
2518,0.57,0.4302,1,0
2519,0.0548,0.9453,1,1
2520,0.832,0.1677,1,0
2521,0.7827,0.2173,1,0
2522,0.126,0.874,1,1
2523,0.1733,0.8267,1,1
2524,0.593,0.4072,1,0
2525,0.6133,0.3867,1,0
2526,0.07367,0.9263,1,1
2527,0.6,0.4,1,0
2528,0.0995,0.9004,1,1
2529,0.3008,0.699,1,1
2530,0.8057,0.1943,1,0
2531,0.562,0.4377,1,0
2532,0.2134,0.7866,1,1
2533,0.848,0.152,1,0
2534,0.3943,0.606,1,1
2535,0.7476,0.2524,1,0
2536,0.824,0.1755,1,0
2537,0.758,0.2422,1,0
2538,0.03876,0.9614,1,1
2539,0.4534,0.547,1,1
2540,0.7056,0.2942,1,0
2541,0.587,0.413,1,0
2542,0.0716,0.928,1,1
2543,0.02975,0.97,1,1
2544,0.814,0.1859,1,0
2545,0.0775,0.9224,1,1
2546,0.7734,0.2268,1,0
2547,0.09204,0.908,1,1
2548,0.1582,0.842,1,1
2549,0.2281,0.772,1,1
2550,0.8267,0.1733,1,0
2551,0.808,0.1919,1,0
2552,0.63,0.37,1,0
2553,0.03436,0.966,1,1
2554,0.09534,0.905,1,1
2555,0.5176,0.4824,1,0
2556,0.7056,0.2942,1,0
2557,0.07587,0.9243,1,1
2558,0.714,0.2861,1,0
2559,0.1192,0.881,1,1
2560,0.04922,0.9507,1,1
2561,0.269,0.731,1,1
2562,0.3943,0.606,1,0
2563,0.734,0.2659,1,0
2564,0.3398,0.66,1,1
2565,0.2095,0.7905,0,1
2566,0.886,0.1136,0,0
2567,0.739,0.2612,0,0
2568,0.568,0.4321,0,1
2569,0.895,0.1052,0,0
2570,0.7563,0.2437,0,0
2571,0.1531,0.847,0,1
2572,0.151,0.849,0,1
2573,0.8823,0.11755,0,0
2574,0.926,0.0742,0,0
2575,0.3867,0.6133,0,1
2576,0.831,0.1688,0,0
2577,0.2173,0.7827,0,1
2578,0.10156,0.8984,0,1
2579,0.797,0.2031,0,0
2580,0.8887,0.11127,0,0
2581,0.3684,0.632,0,1
2582,0.3794,0.6206,0,1
2583,0.94,0.0601,0,0
2584,0.1919,0.808,0,1
2585,0.149,0.851,0,1
2586,0.08154,0.9185,0,1
2587,0.6426,0.3577,0,1
2588,0.6426,0.3577,0,0
2589,0.766,0.2338,0,0
2590,0.785,0.2147,0,0
2591,0.05878,0.9414,0,1
2592,0.873,0.1268,0,0
2593,0.903,0.0974,0,0
2594,0.03995,0.96,0,1
2595,0.6206,0.3794,0,0
2596,0.868,0.1321,0,0
2597,0.549,0.4514,0,1
2598,0.126,0.874,0,1
2599,0.6494,0.3503,0,0
2600,0.882,0.1184,0,0
2601,0.1656,0.8345,0,1
2602,0.6426,0.3577,0,1
2603,0.785,0.2147,0,0
2604,0.07697,0.923,0,1
2605,0.8345,0.1656,0,0
2606,0.10895,0.891,0,1
2607,0.12463,0.8755,0,1
2608,0.56,0.4397,0,1
2609,0.6494,0.3503,0,1
2610,0.907,0.0927,0,0
2611,0.3904,0.6094,0,0
2612,0.0542,0.946,0,1
2613,0.06805,0.932,0,1
2614,0.5273,0.4727,0,1
2615,0.1819,0.8184,0,1
2616,0.1357,0.8643,0,1
2617,0.1422,0.858,0,1
2618,0.8267,0.1733,0,0
2619,0.785,0.2147,0,0
2620,0.895,0.1052,0,0
2621,0.7905,0.2095,0,0
2622,0.1376,0.8623,0,1
2623,0.5547,0.4456,0,1
2624,0.508,0.4922,0,1
2625,0.867,0.1329,0,0
2626,0.361,0.6387,0,0
2627,0.4514,0.549,0,1
2628,0.94,0.0601,0,0
2629,0.4148,0.585,0,1
